cod_prod,data_inicio,data_fim,preco
816100967989,2018-04-11,2020-01-25,53.99
816100967989,2020-01-26,2021-11-10,54.99
816100967989,2021-11-11,2023-08-23,56.99
412587436156,2019-12-24,2020-05-20,80.99
412587436156,2020-05-21,2020-10-16,80.99
412587436156,2020-10-17,2021-03-14,79.99
412587436156,2021-03-15,2021-08-10,79.99
412587436156,2021-08-11,2022-01-06,78.99
412587436156,2022-01-07,2022-06-04,82.99
412587436156,2022-06-05,2022-10-31,86.99
412587436156,2022-11-01,2023-03-29,86.99
412587436156,2023-03-30,2023-08-25,89.99
412587436156,2023-08-26,2024-01-21,89.99
412587436156,2024-01-22,2024-06-13,90.99
730377810949,2018-07-05,2018-12-07,56.99
730377810949,2018-12-08,2019-05-12,57.99
730377810949,2019-05-13,2019-10-15,59.99
730377810949,2019-10-16,2020-03-19,58.99
730377810949,2020-03-20,2020-08-22,60.99
730377810949,2020-08-23,2021-01-25,62.99
730377810949,2021-01-26,2021-06-30,64.99
730377810949,2021-07-01,2021-12-03,63.99
730377810949,2021-12-04,2022-05-08,65.99
730377810949,2022-05-09,2022-10-11,65.99
730377810949,2022-10-12,2023-03-16,66.99
730377810949,2023-03-17,2023-08-19,65.99
730377810949,2023-08-20,2024-01-22,68.99
730377810949,2024-01-23,2024-06-13,67.99
553895220324,2007-11-06,2010-03-21,25.99
553895220324,2010-03-22,2012-08-04,25.99
553895220324,2012-08-05,2014-12-19,25.99
553895220324,2014-12-20,2017-05-04,27.99
553895220324,2017-05-05,2019-09-18,27.99
553895220324,2019-09-19,2022-02-01,28.99
553895220324,2022-02-02,2024-06-13,29.99
564207545653,2001-04-19,2002-11-02,28.99
564207545653,2002-11-03,2004-05-18,29.99
564207545653,2004-05-19,2005-12-02,31.99
564207545653,2005-12-03,2007-06-18,31.99
564207545653,2007-06-19,2009-01-01,33.99
564207545653,2009-01-02,2010-07-18,35.99
564207545653,2010-07-19,2012-02-01,37.99
564207545653,2012-02-02,2013-08-17,37.99
564207545653,2013-08-18,2015-03-03,39.99
564207545653,2015-03-04,2016-09-16,40.99
564207545653,2016-09-17,2018-04-02,40.99
564207545653,2018-04-03,2019-10-13,41.99
910769408149,2001-11-19,2003-12-16,34.99
910769408149,2003-12-17,2006-01-12,35.99
910769408149,2006-01-13,2008-02-09,35.99
910769408149,2008-02-10,2010-03-08,36.99
910769408149,2010-03-09,2012-04-04,37.99
910769408149,2012-04-05,2014-05-02,37.99
910769408149,2014-05-03,2016-05-29,39.99
910769408149,2016-05-30,2018-06-26,39.99
910769408149,2018-06-27,2020-07-23,41.99
910769408149,2020-07-24,2022-08-17,43.99
648743525109,2023-10-21,2023-11-29,42.99
648743525109,2023-11-30,2024-01-08,44.99
648743525109,2024-01-09,2024-02-17,45.99
648743525109,2024-02-18,2024-03-28,47.99
648743525109,2024-03-29,2024-05-07,48.99
648743525109,2024-05-08,2024-06-13,51.99
857199140808,2006-06-20,2009-06-18,36.99
857199140808,2009-06-19,2012-06-17,38.99
857199140808,2012-06-18,2015-06-17,38.99
857199140808,2015-06-18,2018-06-16,40.99
857199140808,2018-06-17,2021-06-15,42.99
857199140808,2021-06-16,2024-06-13,43.99
976621333486,2000-03-05,2001-12-11,40.99
976621333486,2001-12-12,2003-09-19,41.99
976621333486,2003-09-20,2005-06-27,44.99
976621333486,2005-06-28,2007-04-05,45.99
976621333486,2007-04-06,2009-01-11,47.99
976621333486,2009-01-12,2010-10-20,50.99
976621333486,2010-10-21,2012-07-28,50.99
976621333486,2012-07-29,2014-05-06,52.99
976621333486,2014-05-07,2016-02-12,53.99
976621333486,2016-02-13,2017-11-12,54.99
430966075390,2011-03-24,2012-03-29,25.99
430966075390,2012-03-30,2013-04-05,26.99
430966075390,2013-04-06,2014-04-12,26.99
430966075390,2014-04-13,2015-04-19,28.99
430966075390,2015-04-20,2016-04-25,29.99
430966075390,2016-04-26,2017-05-02,30.99
430966075390,2017-05-03,2018-05-09,30.99
430966075390,2018-05-10,2019-05-16,30.99
430966075390,2019-05-17,2020-05-22,32.99
430966075390,2020-05-23,2021-05-29,33.99
430966075390,2021-05-30,2022-06-05,34.99
430966075390,2022-06-06,2023-06-12,34.99
430966075390,2023-06-13,2024-06-13,34.99
843371086460,2017-03-19,2017-10-25,35.99
843371086460,2017-10-26,2018-06-03,35.99
843371086460,2018-06-04,2019-01-10,37.99
843371086460,2019-01-11,2019-08-19,39.99
843371086460,2019-08-20,2020-03-27,40.99
843371086460,2020-03-28,2020-11-03,40.99
843371086460,2020-11-04,2021-06-12,42.99
843371086460,2021-06-13,2022-01-19,44.99
843371086460,2022-01-20,2022-08-28,45.99
843371086460,2022-08-29,2023-04-06,47.99
843371086460,2023-04-07,2023-11-13,47.99
843371086460,2023-11-14,2024-06-13,49.99
856785110669,2000-03-05,2002-09-19,32.99
856785110669,2002-09-20,2005-04-05,32.99
856785110669,2005-04-06,2007-10-21,34.99
856785110669,2007-10-22,2010-05-07,35.99
856785110669,2010-05-08,2012-11-21,36.99
856785110669,2012-11-22,2015-06-08,37.99
856785110669,2015-06-09,2017-12-23,39.99
856785110669,2017-12-24,2020-07-09,41.99
856785110669,2020-07-10,2023-01-20,43.99
971586503165,2013-04-26,2014-11-27,28.99
971586503165,2014-11-28,2016-06-30,29.99
971586503165,2016-07-01,2018-02-01,30.99
971586503165,2018-02-02,2019-09-05,31.99
971586503165,2019-09-06,2021-04-08,32.99
971586503165,2021-04-09,2022-11-10,34.99
971586503165,2022-11-11,2024-06-13,35.99
100235338159,2010-07-19,2010-11-28,22.99
100235338159,2010-11-29,2011-04-10,22.99
100235338159,2011-04-11,2011-08-21,22.99
100235338159,2011-08-22,2012-01-01,22.99
100235338159,2012-01-02,2012-05-13,22.99
100235338159,2012-05-14,2012-09-23,23.99
100235338159,2012-09-24,2013-02-03,23.99
100235338159,2013-02-04,2013-06-16,24.99
100235338159,2013-06-17,2013-10-21,25.99
430987942367,2004-01-14,2007-06-09,32.99
430987942367,2007-06-10,2010-11-03,32.99
430987942367,2010-11-04,2014-03-30,33.99
430987942367,2014-03-31,2017-08-24,34.99
430987942367,2017-08-25,2021-01-18,34.99
430987942367,2021-01-19,2024-06-13,34.99
909534899510,2000-03-05,2002-01-16,33.99
909534899510,2002-01-17,2003-11-30,35.99
909534899510,2003-12-01,2005-10-13,37.99
909534899510,2005-10-14,2007-08-27,39.99
909534899510,2007-08-28,2009-07-10,39.99
909534899510,2009-07-11,2011-05-24,40.99
909534899510,2011-05-25,2013-04-06,42.99
909534899510,2013-04-07,2015-02-18,44.99
909534899510,2015-02-19,2017-01-01,46.99
909534899510,2017-01-02,2018-11-15,46.99
909534899510,2018-11-16,2020-09-28,46.99
909534899510,2020-09-29,2022-08-12,46.99
909534899510,2022-08-13,2024-06-13,47.99
329389504764,2000-03-05,2005-01-11,50.99
329389504764,2005-01-12,2009-11-20,49.99
329389504764,2009-11-21,2014-09-29,48.99
329389504764,2014-09-30,2019-08-08,48.99
329389504764,2019-08-09,2024-06-13,50.99
50889451820,2003-06-20,2004-01-20,39.99
50889451820,2004-01-21,2004-08-22,39.99
50889451820,2004-08-23,2005-03-25,39.99
50889451820,2005-03-26,2005-10-26,39.99
50889451820,2005-10-27,2006-05-29,41.99
50889451820,2006-05-30,2006-12-30,42.99
50889451820,2006-12-31,2007-08-02,44.99
50889451820,2007-08-03,2008-03-04,44.99
50889451820,2008-03-05,2008-10-05,44.99
50889451820,2008-10-06,2009-05-08,44.99
50889451820,2009-05-09,2009-12-09,43.99
50889451820,2009-12-10,2010-07-12,45.99
50889451820,2010-07-13,2011-02-12,45.99
50889451820,2011-02-13,2011-09-13,47.99
821338191051,2007-08-27,2010-01-19,35.99
821338191051,2010-01-20,2012-06-14,37.99
821338191051,2012-06-15,2014-11-08,38.99
821338191051,2014-11-09,2017-04-03,40.99
821338191051,2017-04-04,2019-08-28,41.99
821338191051,2019-08-29,2022-01-21,41.99
821338191051,2022-01-22,2024-06-13,43.99
260493976682,2023-02-17,2023-04-01,40.99
260493976682,2023-04-02,2023-05-15,41.99
260493976682,2023-05-16,2023-06-28,43.99
260493976682,2023-06-29,2023-08-11,45.99
260493976682,2023-08-12,2023-09-24,46.99
260493976682,2023-09-25,2023-11-07,47.99
260493976682,2023-11-08,2023-12-21,50.99
260493976682,2023-12-22,2024-02-03,50.99
260493976682,2024-02-04,2024-03-18,49.99
260493976682,2024-03-19,2024-05-01,52.99
260493976682,2024-05-02,2024-06-13,52.99
568116917037,2017-11-21,2018-06-18,48.99
568116917037,2018-06-19,2019-01-14,48.99
568116917037,2019-01-15,2019-08-12,50.99
568116917037,2019-08-13,2020-03-09,51.99
568116917037,2020-03-10,2020-10-05,51.99
568116917037,2020-10-06,2021-05-03,51.99
568116917037,2021-05-04,2021-11-29,53.99
568116917037,2021-11-30,2022-06-27,53.99
568116917037,2022-06-28,2023-01-23,54.99
568116917037,2023-01-24,2023-08-21,55.99
568116917037,2023-08-22,2024-03-14,55.99
822116756868,2017-08-19,2018-08-23,47.99
822116756868,2018-08-24,2019-08-28,49.99
822116756868,2019-08-29,2020-09-01,52.99
822116756868,2020-09-02,2021-09-06,54.99
822116756868,2021-09-07,2022-09-09,54.99
721972741868,2020-08-01,2020-11-26,38.99
721972741868,2020-11-27,2021-03-24,40.99
721972741868,2021-03-25,2021-07-20,40.99
721972741868,2021-07-21,2021-11-15,42.99
721972741868,2021-11-16,2022-03-13,42.99
721972741868,2022-03-14,2022-07-09,43.99
721972741868,2022-07-10,2022-11-04,45.99
721972741868,2022-11-05,2023-03-02,45.99
721972741868,2023-03-03,2023-06-28,46.99
721972741868,2023-06-29,2023-10-24,45.99
721972741868,2023-10-25,2024-02-19,48.99
721972741868,2024-02-20,2024-06-13,51.99
546176880089,2010-11-02,2012-10-12,25.99
546176880089,2012-10-13,2014-09-23,26.99
546176880089,2014-09-24,2016-09-03,27.99
546176880089,2016-09-04,2018-08-15,28.99
546176880089,2018-08-16,2020-07-26,29.99
546176880089,2020-07-27,2022-07-07,29.99
546176880089,2022-07-08,2024-06-13,30.99
874561008306,2000-03-05,2003-08-23,54.99
874561008306,2003-08-24,2007-02-10,54.99
874561008306,2007-02-11,2010-07-31,54.99
874561008306,2010-08-01,2014-01-18,53.99
874561008306,2014-01-19,2017-07-08,55.99
874561008306,2017-07-09,2020-12-26,55.99
874561008306,2020-12-27,2024-06-13,55.99
238025339151,2006-01-08,2006-08-12,47.99
238025339151,2006-08-13,2007-03-17,47.99
238025339151,2007-03-18,2007-10-20,50.99
238025339151,2007-10-21,2008-05-24,51.99
238025339151,2008-05-25,2008-12-27,52.99
238025339151,2008-12-28,2009-08-01,54.99
238025339151,2009-08-02,2010-03-06,56.99
238025339151,2010-03-07,2010-10-02,56.99
259195081565,2022-05-10,2022-07-07,41.99
259195081565,2022-07-08,2022-09-04,43.99
259195081565,2022-09-05,2022-11-02,43.99
259195081565,2022-11-03,2022-12-31,43.99
259195081565,2023-01-01,2023-02-28,44.99
259195081565,2023-03-01,2023-04-28,47.99
259195081565,2023-04-29,2023-06-26,46.99
259195081565,2023-06-27,2023-08-24,46.99
259195081565,2023-08-25,2023-10-22,48.99
259195081565,2023-10-23,2023-12-20,49.99
259195081565,2023-12-21,2024-02-17,50.99
259195081565,2024-02-18,2024-04-16,50.99
259195081565,2024-04-17,2024-06-13,52.99
312663201831,2001-01-01,2001-03-22,26.99
312663201831,2001-03-23,2001-06-11,27.99
312663201831,2001-06-12,2001-08-31,28.99
312663201831,2001-09-01,2001-11-20,28.99
312663201831,2001-11-21,2002-02-09,28.99
312663201831,2002-02-10,2002-05-01,29.99
312663201831,2002-05-02,2002-07-21,29.99
312663201831,2002-07-22,2002-10-10,29.99
312663201831,2002-10-11,2002-12-30,30.99
312663201831,2002-12-31,2003-03-21,31.99
312663201831,2003-03-22,2003-06-10,31.99
312663201831,2003-06-11,2003-08-30,32.99
312663201831,2003-08-31,2003-11-11,34.99
714933001446,2005-03-26,2007-11-03,40.99
714933001446,2007-11-04,2010-06-13,42.99
714933001446,2010-06-14,2013-01-21,42.99
714933001446,2013-01-22,2015-09-01,44.99
714933001446,2015-09-02,2018-04-11,46.99
714933001446,2018-04-12,2020-11-19,49.99
714933001446,2020-11-20,2023-06-27,51.99
701422862107,2003-04-04,2005-06-25,30.99
701422862107,2005-06-26,2007-09-17,31.99
701422862107,2007-09-18,2009-12-09,32.99
701422862107,2009-12-10,2012-03-02,34.99
701422862107,2012-03-03,2014-05-25,34.99
690157355643,2002-02-27,2002-06-26,49.99
690157355643,2002-06-27,2002-10-24,48.99
690157355643,2002-10-25,2003-02-21,49.99
690157355643,2003-02-22,2003-06-21,49.99
690157355643,2003-06-22,2003-10-19,52.99
690157355643,2003-10-20,2004-02-16,55.99
690157355643,2004-02-17,2004-06-15,54.99
690157355643,2004-06-16,2004-10-13,54.99
690157355643,2004-10-14,2005-02-10,53.99
690157355643,2005-02-11,2005-06-07,55.99
787138523839,2012-03-20,2013-05-13,44.99
787138523839,2013-05-14,2014-07-07,45.99
787138523839,2014-07-08,2015-08-31,45.99
787138523839,2015-09-01,2016-10-24,45.99
787138523839,2016-10-25,2017-12-18,46.99
787138523839,2017-12-19,2019-02-07,48.99
783912512013,2015-09-06,2015-12-03,46.99
783912512013,2015-12-04,2016-03-01,48.99
783912512013,2016-03-02,2016-05-29,51.99
783912512013,2016-05-30,2016-08-26,54.99
783912512013,2016-08-27,2016-11-23,56.99
783912512013,2016-11-24,2017-02-20,58.99
783912512013,2017-02-21,2017-05-20,59.99
783912512013,2017-05-21,2017-08-17,61.99
783912512013,2017-08-18,2017-11-14,64.99
783912512013,2017-11-15,2018-02-11,64.99
783912512013,2018-02-12,2018-05-11,67.99
783912512013,2018-05-12,2018-08-06,70.99
936923363710,2002-10-16,2004-06-03,79.99
936923363710,2004-06-04,2006-01-21,79.99
936923363710,2006-01-22,2007-09-10,83.99
936923363710,2007-09-11,2009-04-29,85.99
936923363710,2009-04-30,2010-12-17,87.99
936923363710,2010-12-18,2012-08-05,86.99
936923363710,2012-08-06,2014-03-25,91.99
936923363710,2014-03-26,2015-11-12,89.99
936923363710,2015-11-13,2017-07-01,90.99
936923363710,2017-07-02,2019-02-18,95.99
936923363710,2019-02-19,2020-10-05,95.99
128683950419,2000-03-05,2002-03-13,25.99
128683950419,2002-03-14,2004-03-21,26.99
128683950419,2004-03-22,2006-03-30,26.99
128683950419,2006-03-31,2008-04-07,27.99
128683950419,2008-04-08,2010-04-16,27.99
128683950419,2010-04-17,2012-04-24,27.99
128683950419,2012-04-25,2014-05-03,29.99
128683950419,2014-05-04,2016-05-11,29.99
128683950419,2016-05-12,2018-05-20,29.99
128683950419,2018-05-21,2020-05-28,29.99
128683950419,2020-05-29,2022-06-06,30.99
128683950419,2022-06-07,2024-06-13,31.99
872347060821,2021-02-19,2021-07-03,27.99
872347060821,2021-07-04,2021-11-15,27.99
872347060821,2021-11-16,2022-03-30,28.99
872347060821,2022-03-31,2022-08-12,28.99
872347060821,2022-08-13,2022-12-25,30.99
872347060821,2022-12-26,2023-05-09,32.99
872347060821,2023-05-10,2023-09-21,33.99
872347060821,2023-09-22,2024-02-03,35.99
872347060821,2024-02-04,2024-06-13,37.99
272855642678,2004-02-23,2005-02-11,18.99
272855642678,2005-02-12,2006-02-01,19.99
272855642678,2006-02-02,2007-01-22,20.99
272855642678,2007-01-23,2008-01-12,20.99
272855642678,2008-01-13,2009-01-01,20.99
272855642678,2009-01-02,2009-12-22,20.99
272855642678,2009-12-23,2010-12-12,20.99
272855642678,2010-12-13,2011-12-02,21.99
272855642678,2011-12-03,2012-11-21,22.99
272855642678,2012-11-22,2013-11-06,22.99
542499978281,2022-03-07,2022-07-23,49.99
542499978281,2022-07-24,2022-12-09,52.99
542499978281,2022-12-10,2023-04-27,55.99
542499978281,2023-04-28,2023-09-13,56.99
542499978281,2023-09-14,2024-01-30,59.99
542499978281,2024-01-31,2024-06-13,61.99
986531946935,2000-03-05,2001-11-28,54.99
986531946935,2001-11-29,2003-08-24,55.99
986531946935,2003-08-25,2005-05-19,56.99
986531946935,2005-05-20,2007-02-12,59.99
986531946935,2007-02-13,2008-11-07,61.99
986531946935,2008-11-08,2010-08-03,64.99
986531946935,2010-08-04,2012-04-28,67.99
986531946935,2012-04-29,2014-01-22,66.99
986531946935,2014-01-23,2015-10-18,65.99
986531946935,2015-10-19,2017-07-13,68.99
986531946935,2017-07-14,2019-04-08,71.99
986531946935,2019-04-09,2021-01-01,73.99
986531946935,2021-01-02,2022-09-27,73.99
986531946935,2022-09-28,2024-06-13,75.99
464384721362,2000-12-26,2002-02-13,56.99
464384721362,2002-02-14,2003-04-04,56.99
464384721362,2003-04-05,2004-05-23,58.99
464384721362,2004-05-24,2005-07-12,59.99
464384721362,2005-07-13,2006-08-31,60.99
464384721362,2006-09-01,2007-10-20,60.99
464384721362,2007-10-21,2008-12-08,62.99
464384721362,2008-12-09,2010-01-27,64.99
464384721362,2010-01-28,2011-03-18,65.99
464384721362,2011-03-19,2012-05-06,68.99
464384721362,2012-05-07,2013-06-25,68.99
464384721362,2013-06-26,2014-08-14,71.99
464384721362,2014-08-15,2015-10-03,75.99
464384721362,2015-10-04,2016-11-13,76.99
422456882960,2016-01-06,2016-12-13,35.99
422456882960,2016-12-14,2017-11-21,35.99
422456882960,2017-11-22,2018-10-30,36.99
422456882960,2018-10-31,2019-10-08,37.99
422456882960,2019-10-09,2020-09-15,37.99
422456882960,2020-09-16,2021-08-24,38.99
422456882960,2021-08-25,2022-08-02,38.99
422456882960,2022-08-03,2023-07-11,39.99
422456882960,2023-07-12,2024-06-13,39.99
917845373827,2010-12-17,2012-03-08,67.99
917845373827,2012-03-09,2013-05-30,66.99
917845373827,2013-05-31,2014-08-21,68.99
917845373827,2014-08-22,2015-11-12,71.99
917845373827,2015-11-13,2017-02-02,73.99
917845373827,2017-02-03,2018-04-26,76.99
917845373827,2018-04-27,2019-07-18,80.99
917845373827,2019-07-19,2020-10-08,79.99
917845373827,2020-10-09,2021-12-30,82.99
917845373827,2021-12-31,2023-03-23,82.99
917845373827,2023-03-24,2024-06-13,85.99
336847961663,2014-03-14,2015-05-04,59.99
336847961663,2015-05-05,2016-06-24,59.99
336847961663,2016-06-25,2017-08-15,60.99
336847961663,2017-08-16,2018-10-06,62.99
336847961663,2018-10-07,2019-11-27,61.99
336847961663,2019-11-28,2021-01-17,62.99
336847961663,2021-01-18,2022-03-10,61.99
336847961663,2022-03-11,2023-05-01,61.99
336847961663,2023-05-02,2024-06-13,64.99
587439116323,2022-05-11,2022-08-14,74.99
587439116323,2022-08-15,2022-11-18,74.99
587439116323,2022-11-19,2023-02-22,77.99
587439116323,2023-02-23,2023-05-29,77.99
587439116323,2023-05-30,2023-09-02,79.99
587439116323,2023-09-03,2023-12-07,83.99
587439116323,2023-12-08,2024-03-12,86.99
587439116323,2024-03-13,2024-06-13,87.99
346906292577,2022-06-19,2022-08-30,74.99
346906292577,2022-08-31,2022-11-11,76.99
346906292577,2022-11-12,2023-01-23,75.99
346906292577,2023-01-24,2023-04-06,77.99
346906292577,2023-04-07,2023-06-18,78.99
346906292577,2023-06-19,2023-08-30,80.99
346906292577,2023-08-31,2023-11-11,82.99
346906292577,2023-11-12,2024-01-23,86.99
346906292577,2024-01-24,2024-04-05,90.99
346906292577,2024-04-06,2024-06-13,94.99
529240808400,2020-06-10,2020-09-30,54.99
529240808400,2020-10-01,2021-01-21,56.99
529240808400,2021-01-22,2021-05-14,59.99
529240808400,2021-05-15,2021-09-04,60.99
529240808400,2021-09-05,2021-12-26,61.99
529240808400,2021-12-27,2022-04-18,63.99
529240808400,2022-04-19,2022-08-09,62.99
529240808400,2022-08-10,2022-11-30,62.99
529240808400,2022-12-01,2023-03-23,64.99
529240808400,2023-03-24,2023-07-14,66.99
529240808400,2023-07-15,2023-11-04,67.99
529240808400,2023-11-05,2024-02-25,70.99
529240808400,2024-02-26,2024-06-13,70.99
513150915013,2013-12-03,2014-11-17,53.99
513150915013,2014-11-18,2015-11-02,55.99
513150915013,2015-11-03,2016-10-17,56.99
513150915013,2016-10-18,2017-10-02,56.99
513150915013,2017-10-03,2018-09-17,55.99
513150915013,2018-09-18,2019-09-02,57.99
513150915013,2019-09-03,2020-08-17,58.99
513150915013,2020-08-18,2021-08-02,60.99
513150915013,2021-08-03,2022-07-18,59.99
513150915013,2022-07-19,2023-07-03,61.99
513150915013,2023-07-04,2024-06-13,62.99
271789550653,2000-03-05,2002-01-16,35.99
271789550653,2002-01-17,2003-11-30,37.99
271789550653,2003-12-01,2005-10-13,38.99
271789550653,2005-10-14,2007-08-27,39.99
271789550653,2007-08-28,2009-07-10,41.99
271789550653,2009-07-11,2011-05-24,43.99
271789550653,2011-05-25,2013-04-06,45.99
271789550653,2013-04-07,2015-02-18,45.99
271789550653,2015-02-19,2017-01-01,46.99
271789550653,2017-01-02,2018-11-15,48.99
271789550653,2018-11-16,2020-09-28,49.99
271789550653,2020-09-29,2022-08-12,49.99
271789550653,2022-08-13,2024-06-13,50.99
70639997743,2010-11-12,2011-02-27,78.99
70639997743,2011-02-28,2011-06-15,82.99
70639997743,2011-06-16,2011-10-01,81.99
70639997743,2011-10-02,2012-01-17,85.99
70639997743,2012-01-18,2012-05-04,87.99
70639997743,2012-05-05,2012-08-20,88.99
70639997743,2012-08-21,2012-12-06,91.99
70639997743,2012-12-07,2013-03-24,95.99
70639997743,2013-03-25,2013-07-10,100.99
70639997743,2013-07-11,2013-10-21,98.99
765532426307,2023-08-04,2023-09-17,22.99
765532426307,2023-09-18,2023-11-01,22.99
765532426307,2023-11-02,2023-12-16,22.99
765532426307,2023-12-17,2024-01-30,22.99
765532426307,2024-01-31,2024-03-15,22.99
765532426307,2024-03-16,2024-04-29,23.99
765532426307,2024-04-30,2024-06-13,23.99
650151596381,2010-08-06,2011-02-18,30.99
650151596381,2011-02-19,2011-09-03,30.99
650151596381,2011-09-04,2012-03-18,31.99
650151596381,2012-03-19,2012-10-01,32.99
650151596381,2012-10-02,2013-04-16,33.99
650151596381,2013-04-17,2013-10-30,35.99
650151596381,2013-10-31,2014-05-15,36.99
650151596381,2014-05-16,2014-11-28,38.99
650151596381,2014-11-29,2015-06-13,38.99
650151596381,2015-06-14,2015-12-27,39.99
650151596381,2015-12-28,2016-07-09,40.99
162384144562,2000-07-19,2001-07-04,35.99
162384144562,2001-07-05,2002-06-20,37.99
162384144562,2002-06-21,2003-06-06,39.99
162384144562,2003-06-07,2004-05-22,39.99
162384144562,2004-05-23,2005-05-08,40.99
162384144562,2005-05-09,2006-04-24,41.99
162384144562,2006-04-25,2007-04-10,43.99
162384144562,2007-04-11,2008-03-26,43.99
162384144562,2008-03-27,2009-03-12,44.99
162384144562,2009-03-13,2010-02-26,45.99
162384144562,2010-02-27,2011-02-12,44.99
162384144562,2011-02-13,2012-01-29,45.99
162384144562,2012-01-30,2013-01-10,45.99
874631322257,2005-02-28,2006-05-19,49.99
874631322257,2006-05-20,2007-08-08,49.99
874631322257,2007-08-09,2008-10-27,52.99
874631322257,2008-10-28,2010-01-16,55.99
874631322257,2010-01-17,2011-04-07,57.99
874631322257,2011-04-08,2012-06-26,59.99
874631322257,2012-06-27,2013-09-15,59.99
874631322257,2013-09-16,2014-12-05,61.99
874631322257,2014-12-06,2016-02-24,62.99
874631322257,2016-02-25,2017-05-11,61.99
232491230165,2022-09-27,2022-12-05,40.99
232491230165,2022-12-06,2023-02-13,42.99
232491230165,2023-02-14,2023-04-24,42.99
232491230165,2023-04-25,2023-07-03,42.99
232491230165,2023-07-04,2023-09-11,43.99
232491230165,2023-09-12,2023-11-20,42.99
232491230165,2023-11-21,2024-01-29,44.99
232491230165,2024-01-30,2024-04-08,44.99
232491230165,2024-04-09,2024-06-13,46.99
166049644886,2011-03-08,2012-03-14,47.99
166049644886,2012-03-15,2013-03-22,49.99
166049644886,2013-03-23,2014-03-30,51.99
166049644886,2014-03-31,2015-04-07,52.99
166049644886,2015-04-08,2016-04-14,55.99
166049644886,2016-04-15,2017-04-22,56.99
166049644886,2017-04-23,2018-04-30,56.99
166049644886,2018-05-01,2019-05-08,58.99
166049644886,2019-05-09,2020-05-15,60.99
166049644886,2020-05-16,2021-05-23,62.99
166049644886,2021-05-24,2022-05-31,65.99
166049644886,2022-06-01,2023-06-08,65.99
166049644886,2023-06-09,2024-06-13,68.99
705516174930,2000-03-05,2002-08-08,46.99
705516174930,2002-08-09,2005-01-11,49.99
705516174930,2005-01-12,2007-06-17,50.99
705516174930,2007-06-18,2009-11-20,52.99
705516174930,2009-11-21,2012-04-25,52.99
705516174930,2012-04-26,2014-09-29,54.99
705516174930,2014-09-30,2017-03-04,54.99
705516174930,2017-03-05,2019-08-08,56.99
705516174930,2019-08-09,2022-01-11,56.99
705516174930,2022-01-12,2024-06-13,59.99
735232450094,2000-03-05,2002-05-20,48.99
735232450094,2002-05-21,2004-08-04,51.99
735232450094,2004-08-05,2006-10-20,50.99
735232450094,2006-10-21,2009-01-04,52.99
735232450094,2009-01-05,2011-03-22,54.99
735232450094,2011-03-23,2013-06-06,57.99
735232450094,2013-06-07,2015-08-22,57.99
735232450094,2015-08-23,2017-11-06,58.99
735232450094,2017-11-07,2020-01-22,60.99
735232450094,2020-01-23,2022-04-08,60.99
735232450094,2022-04-09,2024-06-13,63.99
173596778414,2007-07-08,2008-10-27,33.99
173596778414,2008-10-28,2010-02-17,34.99
173596778414,2010-02-18,2011-06-10,35.99
173596778414,2011-06-11,2012-09-30,37.99
173596778414,2012-10-01,2014-01-21,39.99
173596778414,2014-01-22,2015-05-14,39.99
173596778414,2015-05-15,2016-09-03,39.99
173596778414,2016-09-04,2017-12-21,39.99
154550864169,2015-11-11,2016-09-27,38.99
154550864169,2016-09-28,2017-08-15,39.99
154550864169,2017-08-16,2018-07-03,40.99
154550864169,2018-07-04,2019-05-21,41.99
154550864169,2019-05-22,2020-04-04,42.99
826303150583,2000-03-05,2002-06-10,38.99
826303150583,2002-06-11,2004-09-15,39.99
826303150583,2004-09-16,2006-12-22,40.99
826303150583,2006-12-23,2009-03-29,42.99
826303150583,2009-03-30,2011-07-05,42.99
826303150583,2011-07-06,2013-10-10,44.99
826303150583,2013-10-11,2016-01-16,46.99
826303150583,2016-01-17,2018-04-20,48.99
606140588769,2008-04-25,2009-10-12,42.99
606140588769,2009-10-13,2011-04-01,42.99
606140588769,2011-04-02,2012-09-18,42.99
606140588769,2012-09-19,2014-03-08,44.99
606140588769,2014-03-09,2015-08-26,44.99
606140588769,2015-08-27,2017-02-12,46.99
606140588769,2017-02-13,2018-08-02,48.99
606140588769,2018-08-03,2020-01-20,49.99
606140588769,2020-01-21,2021-07-09,52.99
606140588769,2021-07-10,2022-12-27,54.99
606140588769,2022-12-28,2024-06-13,57.99
29637363340,2010-03-17,2011-12-09,25.99
29637363340,2011-12-10,2013-09-02,26.99
29637363340,2013-09-03,2015-05-28,27.99
29637363340,2015-05-29,2017-02-19,27.99
29637363340,2017-02-20,2018-11-12,29.99
510589746874,2004-07-06,2006-03-09,36.99
510589746874,2006-03-10,2007-11-11,37.99
510589746874,2007-11-12,2009-07-15,37.99
510589746874,2009-07-16,2011-03-19,39.99
510589746874,2011-03-20,2012-11-20,41.99
510589746874,2012-11-21,2014-07-25,41.99
510589746874,2014-07-26,2016-03-28,42.99
510589746874,2016-03-29,2017-11-30,44.99
510589746874,2017-12-01,2019-08-02,46.99
327727189673,2000-03-05,2001-06-21,28.99
327727189673,2001-06-22,2002-10-08,30.99
327727189673,2002-10-09,2004-01-25,32.99
327727189673,2004-01-26,2005-05-13,34.99
327727189673,2005-05-14,2006-08-30,36.99
327727189673,2006-08-31,2007-12-17,37.99
